primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename,length,kfold
comwax,[],['call'],41.5343,1.8531,Estrilda astrild,Common Waxbill,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,13:30,https://www.xeno-canto.org/372997,comwax/XC372997.ogg,1082496,2
comwax,[],['call'],-2.9965,37.6244,Estrilda astrild,Common Waxbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,09:29,https://www.xeno-canto.org/375315,comwax/XC375315.ogg,186624,2
comwax,[],['song'],-33.0953,26.1487,Estrilda astrild,Common Waxbill,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:00,https://www.xeno-canto.org/381064,comwax/XC381064.ogg,1994501,0
comwax,[],['call'],-26.5232,28.159,Estrilda astrild,Common Waxbill,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:30,https://www.xeno-canto.org/388303,comwax/XC388303.ogg,582144,3
comwax,[],['call'],39.4056,-8.5337,Estrilda astrild,Common Waxbill,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:00,https://www.xeno-canto.org/391084,comwax/XC391084.ogg,1080007,4
comwax,[],['call'],41.5107,1.9366,Estrilda astrild,Common Waxbill,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,09:00,https://www.xeno-canto.org/395256,comwax/XC395256.ogg,711367,4
comwax,[],"['call', 'flight call']",-21.2854,55.3882,Estrilda astrild,Common Waxbill,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:55,https://www.xeno-canto.org/400812,comwax/XC400812.ogg,354048,3
comwax,['zebdov'],['call'],-21.2854,55.3882,Estrilda astrild,Common Waxbill,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/400870,comwax/XC400870.ogg,1762560,0
comwax,['zebdov'],['call'],-21.2854,55.3882,Estrilda astrild,Common Waxbill,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/400871,comwax/XC400871.ogg,386304,0
comwax,[],['call'],15.2655,-23.7561,Estrilda astrild,Common Waxbill,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:30,https://www.xeno-canto.org/405560,comwax/XC405560.ogg,2007872,4
comwax,[],['flight call'],37.4176,-5.9972,Estrilda astrild,Common Waxbill,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:00,https://www.xeno-canto.org/414630,comwax/XC414630.ogg,187246,1
comwax,[],"['call', 'flock calling', 'song']",37.1852,-5.921,Estrilda astrild,Common Waxbill,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,21:30,https://www.xeno-canto.org/414646,comwax/XC414646.ogg,1015641,0
comwax,[],"['call', 'flock calling', 'song']",37.1852,-5.921,Estrilda astrild,Common Waxbill,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,21:30,https://www.xeno-canto.org/414647,comwax/XC414647.ogg,947096,1
comwax,[],"['call', 'flock calling', 'song']",37.1852,-5.921,Estrilda astrild,Common Waxbill,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,21:30,https://www.xeno-canto.org/414648,comwax/XC414648.ogg,2059703,2
comwax,[],"['call', 'flock calling', 'song']",37.1852,-5.921,Estrilda astrild,Common Waxbill,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,21:30,https://www.xeno-canto.org/414649,comwax/XC414649.ogg,3989838,0
comwax,[],['call'],41.957,-8.7464,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,11:23,https://www.xeno-canto.org/422723,comwax/XC422723.ogg,604369,3
comwax,['mallar3'],['call'],39.8749,-8.8553,Estrilda astrild,Common Waxbill,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,06:30,https://www.xeno-canto.org/428744,comwax/XC428744.ogg,483997,4
comwax,[],"['Call in flock of birds', 'call']",41.5118,-8.327,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,11:14,https://www.xeno-canto.org/428936,comwax/XC428936.ogg,1553972,3
comwax,[],['call'],41.7698,-8.8741,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:24,https://www.xeno-canto.org/430512,comwax/XC430512.ogg,3267605,2
comwax,[],['song'],37.2863,-6.2589,Estrilda astrild,Common Waxbill,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,4.0,13:23,https://www.xeno-canto.org/431984,comwax/XC431984.ogg,518269,4
comwax,[],"['call', 'male', 'song']",37.1553,-7.6201,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:41,https://www.xeno-canto.org/432168,comwax/XC432168.ogg,2633143,3
comwax,[],['song'],41.303,2.1281,Estrilda astrild,Common Waxbill,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:00,https://www.xeno-canto.org/432871,comwax/XC432871.ogg,1194496,3
comwax,[],"['flight call', 'song']",-16.5728,-49.3122,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,8:34,https://www.xeno-canto.org/432990,comwax/XC432990.ogg,357773,1
comwax,[],['call'],41.303,2.1281,Estrilda astrild,Common Waxbill,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:45,https://www.xeno-canto.org/433415,comwax/XC433415.ogg,177215,1
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:58,https://www.xeno-canto.org/434192,comwax/XC434192.ogg,1537536,3
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:59,https://www.xeno-canto.org/434193,comwax/XC434193.ogg,2955264,4
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:13,https://www.xeno-canto.org/434194,comwax/XC434194.ogg,4072704,1
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:17,https://www.xeno-canto.org/434196,comwax/XC434196.ogg,4225536,1
comwax,[],"['call', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:19,https://www.xeno-canto.org/434211,comwax/XC434211.ogg,2291712,2
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:44,https://www.xeno-canto.org/434834,comwax/XC434834.ogg,950784,4
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:00,https://www.xeno-canto.org/434843,comwax/XC434843.ogg,1938432,1
comwax,[],"['male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:32,https://www.xeno-canto.org/438356,comwax/XC438356.ogg,449280,2
comwax,[],['call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,16:43,https://www.xeno-canto.org/439232,comwax/XC439232.ogg,484608,0
comwax,[],['call'],-26.3355,-48.9688,Estrilda astrild,Common Waxbill,Guilherme Willrich,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,07:58,https://www.xeno-canto.org/440197,comwax/XC440197.ogg,1279791,3
comwax,[],"['call', 'song']",41.3007,2.1202,Estrilda astrild,Common Waxbill,Sean Ronayne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,09:30,https://www.xeno-canto.org/440231,comwax/XC440231.ogg,2499392,0
comwax,[],['call'],37.1551,-7.6945,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:54,https://www.xeno-canto.org/446928,comwax/XC446928.ogg,544512,1
comwax,[],['flight call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,17:49,https://www.xeno-canto.org/454207,comwax/XC454207.ogg,389376,2
comwax,[],['song'],-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:50,https://www.xeno-canto.org/454253,comwax/XC454253.ogg,955424,1
comwax,[],"['call', 'flight call']",15.075,-23.5561,Estrilda astrild,Common Waxbill,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:30,https://www.xeno-canto.org/456707,comwax/XC456707.ogg,206464,4
comwax,[],"['call', 'flight call']",15.2642,-23.6899,Estrilda astrild,Common Waxbill,Marcin Sołowiej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:30,https://www.xeno-canto.org/456709,comwax/XC456709.ogg,254112,3
comwax,[],['call'],41.697,-8.851,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,18:04,https://www.xeno-canto.org/459398,comwax/XC459398.ogg,1861590,4
comwax,[],['song'],-33.2115,19.7247,Estrilda astrild,Common Waxbill,Raphaël Nussbaumer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,07:23,https://www.xeno-canto.org/459441,comwax/XC459441.ogg,117864,3
comwax,[],"['call', 'flight call']",41.6092,-8.4078,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,10:34,https://www.xeno-canto.org/461597,comwax/XC461597.ogg,871027,4
comwax,[],['song'],37.1485,-7.5699,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,18:17,https://www.xeno-canto.org/461664,comwax/XC461664.ogg,217344,3
comwax,[],['song'],-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:11,https://www.xeno-canto.org/462837,comwax/XC462837.ogg,4113536,0
comwax,['houspa'],"['flight call', 'male', 'song']",43.6644,7.1995,Estrilda astrild,Common Waxbill,Joss Deffarges,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:07,https://www.xeno-canto.org/464935,comwax/XC464935.ogg,314305,4
comwax,[],['song'],-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:56,https://www.xeno-canto.org/465144,comwax/XC465144.ogg,1601620,3
comwax,[],['song'],-23.9152,-46.321,Estrilda astrild,Common Waxbill,Robson Silva e Silva,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/466217,comwax/XC466217.ogg,249104,2
comwax,[],"['call', 'flight call']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,19:47,https://www.xeno-canto.org/467799,comwax/XC467799.ogg,1454592,0
comwax,[],['song'],-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:56,https://www.xeno-canto.org/470024,comwax/XC470024.ogg,1601620,2
comwax,[],['call'],-22.9103,-43.236,Estrilda astrild,Common Waxbill,Ricardo Gagliardi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:17,https://www.xeno-canto.org/472449,comwax/XC472449.ogg,1145208,1
comwax,[],['call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:22,https://www.xeno-canto.org/474234,comwax/XC474234.ogg,1483008,2
comwax,[],['call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,20:23,https://www.xeno-canto.org/474235,comwax/XC474235.ogg,544512,2
comwax,[],['song'],-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:56,https://www.xeno-canto.org/478405,comwax/XC478405.ogg,2729273,2
comwax,[],"['call', 'song']",37.1866,-7.4373,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,10:24,https://www.xeno-canto.org/486141,comwax/XC486141.ogg,1109760,0
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:51,https://www.xeno-canto.org/486621,comwax/XC486621.ogg,601344,1
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:13,https://www.xeno-canto.org/486627,comwax/XC486627.ogg,2493696,1
comwax,[],"['call', 'female', 'male', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,11:16,https://www.xeno-canto.org/487355,comwax/XC487355.ogg,2356992,2
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:03,https://www.xeno-canto.org/487377,comwax/XC487377.ogg,3559680,3
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:05,https://www.xeno-canto.org/487379,comwax/XC487379.ogg,4043520,3
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:16,https://www.xeno-canto.org/487396,comwax/XC487396.ogg,948480,2
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:23,https://www.xeno-canto.org/487400,comwax/XC487400.ogg,2086656,1
comwax,[],['call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:37,https://www.xeno-canto.org/487402,comwax/XC487402.ogg,668928,1
comwax,[],"['call', 'flight call']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:09,https://www.xeno-canto.org/487699,comwax/XC487699.ogg,122112,0
comwax,[],['flight call'],38.7038,-27.0484,Estrilda astrild,Common Waxbill,Baltasar Pinheiro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,17:30,https://www.xeno-canto.org/489392,comwax/XC489392.ogg,172199,0
comwax,[],['call'],-26.821,26.6127,Estrilda astrild,Common Waxbill,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,16:30,https://www.xeno-canto.org/495152,comwax/XC495152.ogg,276689,3
comwax,[],['song'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:40,https://www.xeno-canto.org/499041,comwax/XC499041.ogg,1817856,0
comwax,['houspa'],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:46,https://www.xeno-canto.org/499078,comwax/XC499078.ogg,1831680,0
comwax,[],"['call', 'flight call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:58,https://www.xeno-canto.org/499097,comwax/XC499097.ogg,712704,0
comwax,[],"['call', 'flight call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:01,https://www.xeno-canto.org/499099,comwax/XC499099.ogg,997632,1
comwax,['houspa'],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:50,https://www.xeno-canto.org/499122,comwax/XC499122.ogg,5135616,3
comwax,[],['flight call'],37.1319,-8.6047,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,08:10,https://www.xeno-canto.org/499542,comwax/XC499542.ogg,234057,4
comwax,[],"['call', 'song']",37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:11,https://www.xeno-canto.org/502464,comwax/XC502464.ogg,974592,0
comwax,[],['call'],41.5624,-8.4266,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,10:18,https://www.xeno-canto.org/502670,comwax/XC502670.ogg,544183,0
comwax,[],['call'],41.5624,-8.4266,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:06,https://www.xeno-canto.org/502672,comwax/XC502672.ogg,851801,0
comwax,[],"['call', 'flight call']",41.5624,-8.4266,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:30,https://www.xeno-canto.org/502673,comwax/XC502673.ogg,620251,3
comwax,[],['call'],37.1538,-7.6735,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:15,https://www.xeno-canto.org/502929,comwax/XC502929.ogg,2610432,4
comwax,[],"['adult', 'call', 'flight call']",-26.8209,26.613,Estrilda astrild,Common Waxbill,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,15:30,https://www.xeno-canto.org/509536,comwax/XC509536.ogg,678766,3
comwax,[],"['call', 'flight call']",37.1658,-7.6207,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,15:44,https://www.xeno-canto.org/515361,comwax/XC515361.ogg,193536,3
comwax,[],"['call', 'flight call']",37.0705,-7.7196,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,14:36,https://www.xeno-canto.org/522036,comwax/XC522036.ogg,248064,2
comwax,[],['call'],41.957,-8.7464,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,08:38,https://www.xeno-canto.org/529122,comwax/XC529122.ogg,343562,0
comwax,[],"['adult', 'call']",-26.7369,26.5862,Estrilda astrild,Common Waxbill,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,15:00,https://www.xeno-canto.org/531699,comwax/XC531699.ogg,575936,4
comwax,[],"['adult', 'flight call', 'sex uncertain']",-22.8468,-43.3836,Estrilda astrild,Common Waxbill,Ricardo Gagliardi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:15,https://www.xeno-canto.org/548917,comwax/XC548917.ogg,3979776,0
comwax,[],"['song,call']",-23.2506,-45.9736,Estrilda astrild,Common Waxbill,Dante Buzzetti,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,9:20,https://www.xeno-canto.org/550372,comwax/XC550372.ogg,2200973,1
comwax,[],['call'],-23.2506,-45.9736,Estrilda astrild,Common Waxbill,Dante Buzzetti,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:25,https://www.xeno-canto.org/550376,comwax/XC550376.ogg,3682220,1
comwax,[],"['adult', 'sex uncertain', 'song']",-16.6003,-49.2802,Estrilda astrild,Common Waxbill,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:48,https://www.xeno-canto.org/563360,comwax/XC563360.ogg,1745398,2
comwax,[],['call'],38.5192,-6.118,Estrilda astrild,Common Waxbill,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,21:30,https://www.xeno-canto.org/564919,comwax/XC564919.ogg,404584,3
comwax,['houspa'],"['call', 'song']",37.1551,-7.6945,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:37,https://www.xeno-canto.org/564961,comwax/XC564961.ogg,2022144,0
comwax,[],['call'],37.1551,-7.6945,Estrilda astrild,Common Waxbill,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:54,https://www.xeno-canto.org/564971,comwax/XC564971.ogg,228096,1
comwax,[],['call'],-13.6854,29.2753,Estrilda astrild,Common Waxbill,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,?,https://www.xeno-canto.org/566395,comwax/XC566395.ogg,910848,1
comwax,[],"['call', 'calls of several birds in a party flying over']",42.7104,-8.7061,Estrilda astrild,Common Waxbill,Jacobo Ramil MIllarengo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,08:30,https://www.xeno-canto.org/574111,comwax/XC574111.ogg,1166942,2
comwax,[],"['call', 'flight call', 'sex uncertain']",39.8715,-8.8571,Estrilda astrild,Common Waxbill,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:30,https://www.xeno-canto.org/580544,comwax/XC580544.ogg,3357048,3
comwax,[],"['adult', 'flight call', 'sex uncertain', 'song']",-22.9511,-43.0384,Estrilda astrild,Common Waxbill,Ricardo Gagliardi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:09,https://www.xeno-canto.org/582183,comwax/XC582183.ogg,287232,0
comwax,[],"['call', 'sex uncertain']",41.957,-8.7464,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,18:01,https://www.xeno-canto.org/584505,comwax/XC584505.ogg,2154976,1
comwax,[],"['call', 'flight call']",-2.9858,37.5975,Estrilda astrild,Common Waxbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:09,https://www.xeno-canto.org/584947,comwax/XC584947.ogg,824064,2
comwax,[],['call'],-2.9858,37.5975,Estrilda astrild,Common Waxbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:10,https://www.xeno-canto.org/584948,comwax/XC584948.ogg,1059072,4
comwax,[],['call'],-2.9858,37.5975,Estrilda astrild,Common Waxbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:11,https://www.xeno-canto.org/584949,comwax/XC584949.ogg,607488,2
comwax,[],"['adult', 'call', 'male', 'song']",42.7104,-8.7061,Estrilda astrild,Common Waxbill,Jacobo Ramil MIllarengo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,13:30,https://www.xeno-canto.org/590762,comwax/XC590762.ogg,2056359,3
comwax,[],['call'],37.2103,-4.0337,Estrilda astrild,Common Waxbill,Sławomir Karpicki-Ignatowski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,17:00,https://www.xeno-canto.org/594125,comwax/XC594125.ogg,569260,4
comwax,[],"['alarm call', 'call']",40.8209,-6.8906,Estrilda astrild,Common Waxbill,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,20:00,https://www.xeno-canto.org/594502,comwax/XC594502.ogg,386194,3
comwax,[],"['alarm call', 'call']",40.8209,-6.8906,Estrilda astrild,Common Waxbill,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,20:00,https://www.xeno-canto.org/594503,comwax/XC594503.ogg,820872,4
comwax,[],['call'],41.9391,-8.7484,Estrilda astrild,Common Waxbill,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,12:16,https://www.xeno-canto.org/597589,comwax/XC597589.ogg,2942432,2
comwax,[],"['flight call', 'life stage uncertain', 'sex uncertain']",38.6489,-9.2425,Estrilda astrild,Common Waxbill,Pere Josa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,11:00,https://www.xeno-canto.org/600006,comwax/XC600006.ogg,114496,1
comwax,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Estrilda astrild,Common Waxbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:37,https://www.xeno-canto.org/601541,comwax/XC601541.ogg,855980,1
comwax,[],['call'],37.2283,-8.8252,Estrilda astrild,Common Waxbill,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:00,https://www.xeno-canto.org/603518,comwax/XC603518.ogg,438857,1
comwax,['commyn'],"['adult', 'sex uncertain', 'song']",-17.721,168.3117,Estrilda astrild,Common Waxbill,Dominik Maximilián Ramík,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,07:45,https://www.xeno-canto.org/612161,comwax/XC612161.ogg,1283971,4
comwax,[],"['alarm call', 'call', 'flight call']",39.4699,-8.0305,Estrilda astrild,Common Waxbill,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,15:00,https://www.xeno-canto.org/619822,comwax/XC619822.ogg,1250304,1
comwax,[],"['adult', 'flight call']",-26.8195,26.6101,Estrilda astrild,Common Waxbill,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,06:30,https://www.xeno-canto.org/621552,comwax/XC621552.ogg,78560,2
comwax,[],"['adult', 'call', 'female', 'flight call', 'juvenile', 'male']",42.8288,-8.8591,Estrilda astrild,Common Waxbill,Jacobo Ramil MIllarengo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,17:00,https://www.xeno-canto.org/628588,comwax/XC628588.ogg,2868872,1
comwax,[],"['adult', 'call', 'male']",-28.9398,26.512,Estrilda astrild,Common Waxbill,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:00,https://www.xeno-canto.org/630112,comwax/XC630112.ogg,2414112,2
comwax,[],"['Cattle', 'adult', 'call']",-26.6927,26.7362,Estrilda astrild,Common Waxbill,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,08:00,https://www.xeno-canto.org/640019,comwax/XC640019.ogg,1228800,0
